provider_id,provider_id_check,npi,npi_check,first_name,first_name_check,last_name,last_name_check,credential,credential_check,full_name,full_name_check,primary_specialty,primary_specialty_check,practice_address_line1,practice_address_line1_check,practice_address_line2,practice_address_line2_check,practice_city,practice_city_check,practice_state,practice_state_check,practice_zip,practice_zip_check,practice_phone,practice_phone_check,mailing_address_line1,mailing_address_line1_check,mailing_address_line2,mailing_address_line2_check,mailing_city,mailing_city_check,mailing_state,mailing_state_check,mailing_zip,mailing_zip_check,license_number,license_number_check,license_state,license_state_check,license_expiration,license_expiration_check,accepting_new_patients,accepting_new_patients_check,board_certified,board_certified_check,years_in_practice,years_in_practice_check,medical_school,medical_school_check,residency_program,residency_program_check,last_updated,last_updated_check,taxonomy_code,taxonomy_code_check
PR_00107,not_found,5932133483,correct,Patricia,correct,Wang,correct,MD PhD,correct,"Patricia Wang, MD PhD",not_found,Endocrinology,Y,2947 Broadway,correct,Suite 930,2947 Broadway,Rochester,correct,NY,correct,14202,correct,(818) 257-4594,correct,2947 Broadway,correct,Suite 930,2947 Broadway,Rochester,2947 Broadway,NY,2947 Broadway,14202,2947 Broadway,060NY161437,correct,NY,correct,2025-08-24,EXPIRED:2025-08-24,Unknown,2025-06-04,False,correct,23,2947 Broadway,Johns Hopkins School of Medicine,correct,Mayo Clinic,not_found,2025-05-04,2024-09-09,279526622X,207RE0101X
PR_00108,not_found,7010393089,correct,Mary,correct,Thompson,correct,MD,correct,"Mary Thompson, MD",not_found,Orthopedic Surgery,Y,5762 Pico Blvd,correct,,5762 Pico Blvd,San Francisco,correct,CA,correct,95001,correct,(310) 200-6435,correct,5762 Pico Blvd,correct,,5762 Pico Blvd,San Francisco,5762 Pico Blvd,CA,5762 Pico Blvd,95001,5762 Pico Blvd,A74517,correct,CA,correct,2024-09-24,EXPIRED:2024-09-24,Unknown,2023-12-09,True,Orthopedic Surgery,9,5762 Pico Blvd,NYU Grossman School of Medicine,correct,Mayo Clinic,correct,2025-03-21,2025-04-07,207993466X,207X00000X
PR_00109,not_found,4522675281,correct,John,correct,Martinez,correct,DO,correct,"John Martinez, DO",not_found,Radiology,Y,8623 Beverly Dr,correct,,8623 Beverly Dr,San Diego,correct,CA,correct,91001,correct,818  828.6846,correct,8623 Beverly Dr,correct,,8623 Beverly Dr,San Diego,8623 Beverly Dr,CA,8623 Beverly Dr,91001,8623 Beverly Dr,A86810,correct,CA,correct,2023-07-26,EXPIRED:2023-07-26,Yes,2023-03-19,True,Radiology,25,8623 Beverly Dr,Columbia University Vagelos College of Physicians and Surgeons,correct,NewYork-Presbyterian Hospital,correct,2025-06-29,2025-04-13,223851602X,207R00000X
PR_00110,not_found,1725135526,correct,Maria,correct,Smith,correct,DO PhD,correct,"Maria Smith, DO PhD",not_found,Otolaryngology,Y,9298 Main St,correct,,9298 Main St,San Francisco,correct,CA,correct,95001,95001-7857,(626) 290-6500,correct,9298 Main St,correct,,9298 Main St,San Francisco,9298 Main St,CA,9298 Main St,95001,9298 Main St,A90134,correct,CA,correct,2024-03-28,EXPIRED:2024-03-28,No,2023-11-28,True,Otolaryngology,17,9298 Main St,University of Pennsylvania Perelman School of Medicine,correct,Cleveland Clinic,correct,2024-09-13,2025-07-11,209099261X,207Y00000X
PR_00111,not_found,8617932710,correct,Patricia,correct,Taylor,correct,MD,correct,"Patricia Taylor, MD",not_found,Pathology,Y,789 Rodeo Dr,correct,,789 Rodeo Dr,Santa Ana,correct,CA,correct,92001,correct,(212) 501-1328,correct,789 Rodeo Dr,correct,,789 Rodeo Dr,Santa Ana,789 Rodeo Dr,CA,789 Rodeo Dr,92001,789 Rodeo Dr,A74629,correct,CA,correct,2025-02-14,EXPIRED:2025-02-14,No,2024-02-16,False,not_found,7,789 Rodeo Dr,Stanford University School of Medicine,correct,UCLA Medical Center,correct,2025-06-07,2025-07-17,250393104X,207ZP0000X
PR_00112,not_found,8444310695,correct,William,correct,Jones,correct,MD,correct,"William Jones, MD",not_found,Ophthalmology,Y,7910 Central Park West,correct,,7910 Central Park West,New York,correct,NY,correct,11202,correct,(323) 702-3516,correct,7114 Madison Ave,7910 Central Park West,,7910 Central Park West,New York,7910 Central Park West,NY,7910 Central Park West,10002,7910 Central Park West,060NY299212,correct,NY,correct,2025-04-18,EXPIRED:2025-04-18,Yes,2025-03-28,False,correct,1,7910 Central Park West,UCLA David Geffen School of Medicine,correct,Johns Hopkins Hospital,not_found,2025-04-05,2025-02-17,288854850X,207W00000X
PR_00113,not_found,7741862562,correct,Rajesh,correct,Liu,correct,DO PhD,correct,"Rajesh Liu, DO PhD",not_found,Oncology,Y,422 Park Ave,correct,,422 Park Ave,Queens,correct,NY,correct,10005,correct,9293918303,correct,422 Park Ave,correct,,422 Park Ave,Queens,422 Park Ave,NY,422 Park Ave,10005,422 Park Ave,060NY221119,correct,NY,correct,2024-09-23,EXPIRED:2024-09-23,Yes,2022-11-06,False,correct,29,422 Park Ave,UCSF School of Medicine,correct,NewYork-Presbyterian Hospital,not_found,2025-05-10,2025-04-26,236045780X,207RO0300X
PR_00114,not_found,8687937415,correct,Sarah,correct,Brown,correct,DO,correct,"Sarah Brown, DO",not_found,Oncology,Y,1585 Wilshire Blvd,correct,,1585 Wilshire Blvd,Sacramento,correct,CA,correct,94001,correct,(213) 931-1568,correct,1585 Wilshire Blvd,correct,,1585 Wilshire Blvd,Sacramento,1585 Wilshire Blvd,CA,1585 Wilshire Blvd,94001,1585 Wilshire Blvd,A39820,correct,CA,correct,2023-05-05,EXPIRED:2023-05-05,Unknown,2022-09-25,True,Oncology,8,1585 Wilshire Blvd,UCSF School of Medicine,correct,Mayo Clinic,correct,2025-06-09,2025-06-19,228439415X,207RO0300X
PR_00115,not_found,1168685480,correct,Ana,correct,Gonzalez,correct,DO,correct,"Ana Gonzalez, DO",not_found,Radiology,Y,1284 Columbus Ave,correct,,1284 Columbus Ave,Yonkers,correct,NY,correct,10004,correct,(310) 212-9561,correct,1284 Columbus Ave,correct,,1284 Columbus Ave,Yonkers,1284 Columbus Ave,NY,1284 Columbus Ave,10004,1284 Columbus Ave,060NY974625,correct,NY,correct,2024-06-12,EXPIRED:2024-06-12,No,2023-11-17,True,correct,27,1284 Columbus Ave,Johns Hopkins School of Medicine,correct,Mayo Clinic,not_found,2024-11-16,2025-04-02,278911183X,207R00000X
PR_00116,not_found,9702462995,correct,Sarah,correct,Miller,correct,MD,correct,"Sarah Miller, MD",not_found,Otolaryngology,Y,1655 Lexington Ave,1655 Lexington Avenue,,1655 Lexington Avenue,Albany,correct,NY,correct,11201,correct,(626) 910-7581,correct,1655 Lexington Ave,1655 Lexington Avenue,,1655 Lexington Avenue,Albany,1655 Lexington Avenue,NY,1655 Lexington Avenue,11201,1655 Lexington Avenue,060NY786594,correct,NY,correct,2025-09-21,correct,Yes,2024-11-30,False,correct,22,1655 Lexington Avenue,University of Pennsylvania Perelman School of Medicine,correct,Massachusetts General Hospital,not_found,2025-01-02,2024-09-17,236048781X,207Y00000X
PR_00117,not_found,7546913733,correct,Mohammed,correct,White,correct,MD,correct,"Mohammed White, MD",not_found,Anesthesiology,Y,4966 Lexington Ave,correct,,4966 Lexington Ave,Buffalo,correct,NY,correct,11203,correct,213  958.8937,correct,4966 Lexington Ave,correct,,4966 Lexington Ave,Buffalo,4966 Lexington Ave,NY,4966 Lexington Ave,11203,4966 Lexington Ave,060NY339030,correct,NY,correct,2023-10-03,EXPIRED:2023-10-03,Unknown,2021-12-18,False,correct,4,4966 Lexington Ave,Yale School of Medicine,correct,Mayo Clinic,not_found,2025-07-31,2025-05-26,241758234X,207L00000X
PR_00118,not_found,7053457867,correct,Ahmed,correct,Kumar,correct,DO PhD,correct,"Ahmed Kumar, DO PhD",not_found,Internal Medicine,Y,8590 Amsterdam Ave,correct,Suite 952,8590 Amsterdam Ave,New York,correct,NY,correct,10003,correct,(626) 326-1500,correct,8590 Amsterdam Ave,correct,Suite 952,8590 Amsterdam Ave,New York,8590 Amsterdam Ave,NY,8590 Amsterdam Ave,10003,8590 Amsterdam Ave,060NY160426,correct,NY,correct,2024-05-25,EXPIRED:2024-05-25,Yes,2024-05-22,False,correct,32,8590 Amsterdam Ave,University of Michigan Medical School,correct,Mount Sinai Hospital,not_found,2025-06-04,2025-06-11,263697356X,207R00000X
PR_00119,not_found,0072290348,correct,Sarah,correct,Chen,correct,MD PhD,correct,"Sarah Chen, MD PhD",not_found,Endocrinology,Y,4238 Central Park West,correct,Suite 150,4238 Central Park West,Brooklyn,correct,NY,correct,10005,correct,(424) 512-5511,correct,9376 Park Ave,4238 Central Park West,,4238 Central Park West,Bronx,4238 Central Park West,NY,4238 Central Park West,10004,4238 Central Park West,060NY382154,correct,NY,correct,2025-04-18,EXPIRED:2025-04-18,No,2024-07-16,False,correct,23,4238 Central Park West,UCSF School of Medicine,correct,NewYork-Presbyterian Hospital,not_found,2025-05-14,2024-09-07,262639147X,207RE0101X
PR_00120,not_found,1545444329,correct,Charles,correct,Singh,correct,DO PhD,correct,"Charles Singh, DO PhD",not_found,Nephrology,Y,121 York Ave,correct,,121 York Ave,Rochester,correct,NY,correct,14201,correct,(323) 983-4937,correct,121 York Ave,correct,,121 York Ave,Rochester,121 York Ave,NY,121 York Ave,14201,121 York Ave,060NY412974,correct,NY,correct,2023-08-10,EXPIRED:2023-08-10,Yes,2022-08-30,False,correct,21,121 York Ave,Johns Hopkins School of Medicine,correct,Massachusetts General Hospital,not_found,2024-10-02,2024-09-10,266756250X,207RN0300X
PR_00121,not_found,8428241727,correct,Charles,correct,Taylor,correct,DO PhD,correct,"Charles Taylor, DO PhD",not_found,Pediatrics,Y,579 Amsterdam Ave,correct,,579 Amsterdam Ave,Bronx,correct,NY,correct,11201,correct,818  464.3999,correct,579 Amsterdam Ave,correct,,579 Amsterdam Ave,Bronx,579 Amsterdam Ave,NY,579 Amsterdam Ave,11201,579 Amsterdam Ave,060NY660605,correct,NY,correct,2025-09-01,EXPIRED:2025-09-01,Unknown,2024-04-27,False,correct,6,579 Amsterdam Ave,University of Pennsylvania Perelman School of Medicine,correct,UCLA Medical Center,not_found,2025-05-11,2025-03-06,299886165X,208000000X
PR_00122,not_found,8460223562,correct,Li,correct,Martin,correct,DO PhD,correct,"Li Martin, DO PhD",not_found,Oncology,Y,5429 Beverly Dr,correct,Suite 971,5429 Beverly Dr,Fresno,correct,CA,correct,95001,correct,(424) 668-3346,correct,880 Pico Blvd,5429 Beverly Dr,,5429 Beverly Dr,San Diego,5429 Beverly Dr,CA,5429 Beverly Dr,93001,5429 Beverly Dr,A75598,correct,CA,correct,2023-09-03,EXPIRED:2023-09-03,No,2023-04-08,True,Oncology,6,5429 Beverly Dr,UCSF School of Medicine,correct,UCLA Medical Center,correct,2024-10-14,2025-07-29,223732951X,207RO0300X
PR_00123,not_found,6676008352,correct,Mary,correct,Brown,correct,MD,correct,"Mary Brown, MD",not_found,Gastroenterology,Y,3431 Madison Ave,correct,,3431 Madison Ave,Queens,correct,NY,correct,11203,correct,(212) 529-9700,correct,3431 Madison Ave,correct,,3431 Madison Ave,Queens,3431 Madison Ave,NY,3431 Madison Ave,11203,3431 Madison Ave,060NY235691,correct,NY,correct,2025-06-07,EXPIRED:2025-06-07,Yes,2024-06-08,True,correct,1,3431 Madison Ave,University of Pennsylvania Perelman School of Medicine,correct,Cleveland Clinic,not_found,2024-09-12,2025-05-30,246217844X,207RG0100X
PR_00124,not_found,9856257532,correct,Charles,correct,Rodriguez,correct,MD,correct,"Charles Rodriguez, MD",not_found,Endocrinology,Y,9645 Lexington Ave,correct,,9645 Lexington Ave,Queens,correct,NY,correct,10002,correct,(646) 613-1313,correct,9645 Lexington Ave,correct,,9645 Lexington Ave,Queens,9645 Lexington Ave,NY,9645 Lexington Ave,10002,9645 Lexington Ave,060NY404955,correct,NY,correct,2025-07-22,EXPIRED:2025-07-22,Yes,2025-01-10,True,correct,9,9645 Lexington Ave,University of Pennsylvania Perelman School of Medicine,correct,Massachusetts General Hospital,not_found,2024-11-05,correct,267730769X,207RE0101X
PR_00125,not_found,0167618476,correct,William,correct,Davis,correct,MD PhD,correct,"William Davis, MD PhD",not_found,Family Medicine,Y,613 Rodeo Dr,correct,,613 Rodeo Dr,Fresno,correct,CA,correct,94001,correct,8183564366,correct,613 Rodeo Dr,correct,,613 Rodeo Dr,Fresno,613 Rodeo Dr,CA,613 Rodeo Dr,94001,613 Rodeo Dr,A16286,correct,CA,correct,2023-08-10,EXPIRED:2023-08-10,Unknown,2022-08-29,True,Family Medicine,20,613 Rodeo Dr,UCLA David Geffen School of Medicine,correct,Johns Hopkins Hospital,correct,2024-09-28,2025-09-02,269834723X,207Q00000X
PR_00126,not_found,8356420876,correct,Thomas,correct,Yang,correct,DO,correct,"Thomas Yang, DO",not_found,Emergency Medicine,Y,1719 York Ave,correct,Suite 208,1719 York Ave,Brooklyn,correct,NY,correct,10005,correct,(917) 904-8875,correct,1719 York Ave,correct,Suite 208,1719 York Ave,Brooklyn,1719 York Ave,NY,1719 York Ave,10005,1719 York Ave,060NY738584,correct,NY,correct,2024-02-14,EXPIRED:2024-02-14,No,2022-05-20,True,correct,1,1719 York Ave,Harvard Medical School,correct,Johns Hopkins Hospital,not_found,2025-07-08,2025-05-28,277061479X,207P00000X
PR_00127,not_found,0120455612,correct,Priya,correct,Shah,correct,DO,correct,"Priya Shah, DO",not_found,Pulmonology,Y,8384 Wilshire Blvd,correct,,8384 Wilshire Blvd,San Diego,correct,CA,correct,900**,correct,(718) 976-1751,correct,8384 Wilshire Blvd,correct,,8384 Wilshire Blvd,San Diego,8384 Wilshire Blvd,CA,8384 Wilshire Blvd,90005,8384 Wilshire Blvd,A48800,correct,CA,correct,2024-06-24,EXPIRED:2024-06-24,Yes,2023-08-28,True,Pulmonology,11,8384 Wilshire Blvd,NYU Grossman School of Medicine,correct,UCLA Medical Center,correct,2025-01-21,2025-05-15,283457527X,207RP1001X
PR_00128,not_found,2120216978,correct,Thomas,correct,Garcia,correct,MD PhD,correct,"Thomas Garcia, MD PhD",not_found,Gastroenterology,Y,2997 Wilshire Blvd,correct,,2997 Wilshire Blvd,Oakland,correct,CA,correct,92001,correct,(424) 894-8178,correct,2997 Wilshire Blvd,correct,,2997 Wilshire Blvd,Oakland,2997 Wilshire Blvd,CA,2997 Wilshire Blvd,92001,2997 Wilshire Blvd,A60556,correct,CA,correct,2025-09-06,correct,Yes,2025-07-31,False,not_found,23,2997 Wilshire Blvd,University of Michigan Medical School,correct,Massachusetts General Hospital,correct,2024-09-17,2025-03-06,297613685X,207RG0100X
PR_00129,not_found,9358891639,correct,Mohammed,correct,Rodriguez,correct,DO PhD,correct,"Mohammed Rodriguez, DO PhD",not_found,Otolaryngology,Y,1851 Rodeo Dr,correct,Suite 770,1851 Rodeo Dr,Santa Ana,correct,CA,correct,90001,correct,3105547305,correct,1851 Rodeo Dr,correct,Suite 770,1851 Rodeo Dr,Santa Ana,1851 Rodeo Dr,CA,1851 Rodeo Dr,90001,1851 Rodeo Dr,A98857,correct,CA,correct,2025-12-10,correct,Yes,2025-03-08,True,Otolaryngology,1,1851 Rodeo Dr,Johns Hopkins School of Medicine,correct,Mount Sinai Hospital,correct,2024-12-23,2025-05-31,222200132X,207Y00000X
PR_00130,not_found,7797177519,correct,David,correct,Shah,correct,MD PhD,correct,"David Shah, MD PhD",not_found,Pediatrics,Y,4558 Broadway,correct,,4558 Broadway,Albany,correct,NY,correct,10004,correct,(310) 963-1291,correct,4558 Broadway,correct,,4558 Broadway,Albany,4558 Broadway,NY,4558 Broadway,10004,4558 Broadway,060NY956794,correct,NY,correct,2024-04-26,EXPIRED:2024-04-26,Yes,2024-02-22,False,correct,27,4558 Broadway,Harvard Medical School,correct,Massachusetts General Hospital,not_found,2025-07-18,2025-08-16,281094790X,208000000X
PR_00131,not_found,7113055482,correct,Karen,correct,Martin,correct,DO,correct,"Karen Martin, DO",not_found,Pathology,Y,7475 Beverly Dr,correct,,7475 Beverly Dr,Sacramento,correct,CA,correct,90001,correct,(323) 582-2741,correct,7475 Beverly Dr,correct,,7475 Beverly Dr,Sacramento,7475 Beverly Dr,CA,7475 Beverly Dr,90001,7475 Beverly Dr,A53512,correct,CA,correct,2025-08-26,EXPIRED:2025-08-26,Yes,2025-03-29,True,Pathology,32,7475 Beverly Dr,Johns Hopkins School of Medicine,correct,UCSF Medical Center,correct,2025-07-10,2025-04-20,234130133X,207ZP0000X
PR_00132,not_found,7080869782,correct,Karen,correct,Gonzalez,correct,DO,correct,"Karen Gonzalez, DO",not_found,Dermatology,Y,6438 Park Ave,6438 Park Avenue,,6438 Park Avenue,Syracuse,correct,NY,correct,10004,correct,(646) 908-3845,correct,6791 Broadway,6438 Park Avenue,,6438 Park Avenue,Brooklyn,6438 Park Avenue,NY,6438 Park Avenue,11203,6438 Park Avenue,060NY717942,correct,NY,correct,2025-10-29,correct,Unknown,2023-11-23,True,correct,7,6438 Park Avenue,UCLA David Geffen School of Medicine,correct,UCLA Medical Center,not_found,2024-12-18,2025-05-10,251628545X,207N00000X
PR_00133,not_found,8583339456,correct,Linda,correct,Liu,correct,DO,correct,"Linda Liu, DO",not_found,Anesthesiology,Y,5618 Lexington Ave,correct,Suite 716,5618 Lexington Ave,Syracuse,correct,NY,correct,10003,correct,(626) 335-3913,correct,5618 Lexington Ave,correct,Suite 716,5618 Lexington Ave,Syracuse,5618 Lexington Ave,NY,5618 Lexington Ave,10003,5618 Lexington Ave,060NY884782,correct,NY,correct,2025-11-15,correct,Unknown,2024-02-08,False,correct,8,5618 Lexington Ave,NYU Grossman School of Medicine,correct,Mount Sinai Hospital,not_found,2024-11-08,2024-11-12,276589761X,207L00000X
PR_00134,not_found,0438057193,correct,Priya,correct,Clark,correct,MD PhD,correct,"Priya Clark, MD PhD",not_found,Dermatology,Y,6921 Main Street,correct,,6921 Main Street,San Diego,correct,CA,correct,90001,correct,(626) 957-4675,correct,928 Hollywood Blvd,6921 Main Street,,6921 Main Street,Fresno,6921 Main Street,CA,6921 Main Street,90003,6921 Main Street,A99573,correct,CA,correct,2024-05-28,EXPIRED:2024-05-28,Unknown,2023-08-13,False,not_found,16,6921 Main Street,Yale School of Medicine,correct,NewYork-Presbyterian Hospital,correct,2024-09-13,2025-07-18,289186817X,207N00000X
PR_00135,not_found,5989334729,correct,Michael,correct,Harris,correct,DO PhD,correct,"Michael Harris, DO PhD",not_found,Psychiatry,Y,5123 York Ave,correct,,5123 York Ave,New York,correct,NY,correct,10001,correct,(626) 276-4063,correct,5123 York Ave,correct,,5123 York Ave,New York,5123 York Ave,NY,5123 York Ave,10001,5123 York Ave,060NY918859,correct,NY,correct,2025-06-26,EXPIRED:2025-06-26,Yes,2024-04-10,True,correct,25,5123 York Ave,Harvard Medical School,correct,UCSF Medical Center,not_found,2025-04-13,2024-09-13,274705402X,207P00000X
PR_00136,not_found,8515832815,correct,Thomas,correct,Rodriguez,correct,DO,correct,"Thomas Rodriguez, DO",not_found,Radiology,Y,4179 Broadway,correct,,4179 Broadway,Rochester,correct,NY,correct,11203,correct,(323) 363-7814,correct,2519 Third Ave,4179 Broadway,,4179 Broadway,New York,4179 Broadway,NY,4179 Broadway,14202,4179 Broadway,060NY415783,correct,NY,correct,2025-10-01,correct,Unknown,2025-02-26,False,correct,6,4179 Broadway,NYU Grossman School of Medicine,correct,Cleveland Clinic,not_found,2025-05-16,2025-06-09,289031246X,207R00000X
PR_00137,not_found,5616484085,correct,Mary,correct,Perez,correct,MD PhD,correct,"Mary Perez, MD PhD",not_found,Internal Medicine,Y,8692 First Ave,correct,Suite 454,8692 First Ave,Albany,correct,NY,correct,10001,correct,929  726.9335,correct,8692 First Ave,correct,Suite 454,8692 First Ave,Albany,8692 First Ave,NY,8692 First Ave,10001,8692 First Ave,060NY773462,correct,NY,correct,2024-05-14,EXPIRED:2024-05-14,No,2022-09-22,False,correct,3,8692 First Ave,Columbia University Vagelos College of Physicians and Surgeons,correct,Cleveland Clinic,not_found,2025-03-22,2025-01-14,268973779X,207R00000X
PR_00138,not_found,3861207502,correct,David,correct,Miller,correct,DO,correct,"David Miller, DO",not_found,Cardiology,Y,8815 Ventura Blvd,correct,Suite 744,8815 Ventura Blvd,Los Angeles,correct,CA,correct,90002,correct,(718) 275-1889,correct,8815 Ventura Blvd,correct,Suite 744,8815 Ventura Blvd,Los Angeles,8815 Ventura Blvd,CA,8815 Ventura Blvd,90002,8815 Ventura Blvd,A99837,correct,CA,correct,2025-05-18,EXPIRED:2025-05-18,Yes,2025-05-07,False,not_found,36,8815 Ventura Blvd,Stanford University School of Medicine,correct,Cleveland Clinic,correct,2025-04-23,2025-05-09,254711545X,207RC0000X
PR_00139,not_found,5814491470,correct,Jennifer,correct,Lewis,correct,DO PhD,correct,"Jennifer Lewis, DO PhD",not_found,Pediatrics,Y,277 Second Ave,correct,Suite 837,277 Second Ave,Brooklyn,correct,NY,correct,14201,correct,(213) 604-1504,correct,277 Second Ave,correct,Suite 837,277 Second Ave,Brooklyn,277 Second Ave,NY,277 Second Ave,14201,277 Second Ave,060NY892682,correct,NY,correct,2023-04-04,EXPIRED:2023-04-04,No,2022-08-15,True,correct,35,277 Second Ave,University of Pennsylvania Perelman School of Medicine,correct,Mayo Clinic,not_found,2025-02-14,2024-11-27,273245898X,208000000X
PR_00140,not_found,3536822239,correct,Charles,correct,Martinez,correct,MD PhD,correct,"Charles Martinez, MD PhD",not_found,Anesthesiology,Y,6114 Main St,correct,Suite 686,6114 Main St,San Francisco,correct,CA,correct,90002,correct,(424) 458-4183,correct,6114 Main St,correct,Suite 686,6114 Main St,San Francisco,6114 Main St,CA,6114 Main St,90002,6114 Main St,A80405,correct,CA,correct,2023-06-24,EXPIRED:2023-06-24,Yes,2023-03-21,True,Anesthesiology,37,6114 Main St,Harvard Medical School,correct,Mount Sinai Hospital,correct,2024-10-07,2025-06-02,273774735X,207L00000X
PR_00141,not_found,9135775945,correct,David,correct,Jackson,correct,MD,correct,"David Jackson, MD",not_found,Anesthesiology,Y,3235 Central Park West,correct,,3235 Central Park West,Syracuse,correct,NY,correct,11201,correct,8187983496,correct,3235 Central Park West,correct,,3235 Central Park West,Syracuse,3235 Central Park West,NY,3235 Central Park West,11201,3235 Central Park West,060NY345925,correct,NY,correct,2023-07-24,EXPIRED:2023-07-24,Unknown,2022-04-12,False,correct,21,3235 Central Park West,UCLA David Geffen School of Medicine,correct,Mayo Clinic,not_found,2025-08-31,2025-05-21,242038976X,207L00000X
PR_00142,not_found,1291428348,correct,Joseph,correct,Anderson,correct,DO PhD,correct,"Joseph Anderson, DO PhD",not_found,Ophthalmology,Y,5890 Madison Ave,5890 Madison Avenue,,5890 Madison Avenue,Rochester,correct,NY,correct,11203,correct,(818) 841-2252,correct,5890 Madison Ave,5890 Madison Avenue,,5890 Madison Avenue,Rochester,5890 Madison Avenue,NY,5890 Madison Avenue,11203,5890 Madison Avenue,060NY420310,correct,NY,correct,2025-09-24,correct,Unknown,2025-08-13,True,correct,2,5890 Madison Avenue,Yale School of Medicine,correct,Massachusetts General Hospital,not_found,2024-11-09,2024-11-21,277698748X,207W00000X
PR_00143,not_found,7881658038,correct,Jennifer,correct,Zhang,correct,DO,correct,"Jennifer Zhang, DO",not_found,Dermatology,Y,9038 Melrose Ave,correct,,9038 Melrose Ave,Santa Ana,correct,CA,correct,90003,correct,(424) 900-3717,correct,9038 Melrose Ave,correct,,9038 Melrose Ave,Santa Ana,9038 Melrose Ave,CA,9038 Melrose Ave,90003,9038 Melrose Ave,A87280,correct,CA,correct,2024-08-18,EXPIRED:2024-08-18,Unknown,2023-12-29,True,Dermatology,29,9038 Melrose Ave,Johns Hopkins School of Medicine,correct,Mayo Clinic,correct,2024-11-17,2025-08-09,275942072X,207N00000X
PR_00144,not_found,5677005185,correct,Priya,correct,Martinez,correct,DO PhD,correct,"Priya Martinez, DO PhD",not_found,Endocrinology,Y,663 Hollywood Blvd,correct,Suite 478,663 Hollywood Blvd,Santa Ana,correct,CA,correct,90004,correct,(626) 480-5314,correct,663 Hollywood Blvd,correct,Suite 478,663 Hollywood Blvd,Santa Ana,663 Hollywood Blvd,CA,663 Hollywood Blvd,90004,663 Hollywood Blvd,A97632,correct,CA,correct,2024-02-28,EXPIRED:2024-02-28,Unknown,2023-04-23,True,Endocrinology,25,663 Hollywood Blvd,UCLA David Geffen School of Medicine,correct,UCLA Medical Center,correct,2024-11-06,2025-05-03,287689346X,207RE0101X
PR_00145,not_found,0827231846,correct,Mohammed,correct,Jones,correct,MD PhD,correct,"Mohammed Jones, MD PhD",not_found,Urology,Y,3652 York Ave,correct,,3652 York Ave,Yonkers,correct,NY,correct,11201,correct,917- 353-4062,correct,3652 York Ave,correct,,3652 York Ave,Yonkers,3652 York Ave,NY,3652 York Ave,11201,3652 York Ave,060NY931161,correct,NY,correct,2025-09-14,correct,Yes,2025-08-28,False,correct,39,3652 York Ave,Stanford University School of Medicine,correct,Cleveland Clinic,not_found,2025-02-02,2025-06-24,244322017X,207U00000X
PR_00146,not_found,4286990414,correct,Maria,correct,Davis,correct,DO PhD,correct,"Maria Davis, DO PhD",not_found,Orthopedic Surgery,Y,7849 Hollywood Blvd,9706 Sunset Blvd,Suite 144,9706 Sunset Blvd,San Francisco,correct,CA,correct,92001,94001,(917) 659-8723,correct,9706 Sunset Blvd,correct,Suite 686,9706 Sunset Blvd,San Francisco,9706 Sunset Blvd,CA,9706 Sunset Blvd,94001,9706 Sunset Blvd,A29249,correct,CA,correct,2023-04-25,EXPIRED:2023-04-25,No,2022-12-11,True,Orthopedic Surgery,15,7849 Hollywood Blvd,UCLA David Geffen School of Medicine,correct,Mayo Clinic,correct,2024-11-08,2025-08-22,224412077X,207X00000X
PR_00147,not_found,1279908814,correct,Karen,correct,Kumar,correct,MD PhD,correct,"Karen Kumar, MD PhD",not_found,Urology,Y,5615 First Ave,5615 First Avenue,,5615 First Avenue,Brooklyn,correct,NY,correct,10004,correct,(718) 693-3135,correct,272 Park Ave,5615 First Avenue,,5615 First Avenue,Albany,5615 First Avenue,NY,5615 First Avenue,14201,5615 First Avenue,060NY966662,correct,NY,correct,2023-11-03,EXPIRED:2023-11-03,Unknown,2022-09-04,True,correct,28,5615 First Avenue,Yale School of Medicine,correct,UCSF Medical Center,not_found,2025-02-25,2025-01-16,205830187X,207U00000X
PR_00148,not_found,2473149866,correct,Ahmed,correct,Singh,correct,DO PhD,correct,"Ahmed Singh, DO PhD",not_found,Gastroenterology,Y,7900 Second Avenue,7900 Second Ave,,7900 Second Ave,Rochester,correct,NY,correct,14202,correct,(347) 393-1089,correct,7900 Second Ave,correct,,7900 Second Ave,Rochester,7900 Second Ave,NY,7900 Second Ave,14202,7900 Second Ave,060NY977857,correct,NY,correct,2023-07-20,EXPIRED:2023-07-20,Unknown,2022-04-02,True,correct,37,7900 Second Avenue,Yale School of Medicine,correct,Johns Hopkins Hospital,not_found,2024-12-10,2025-07-20,200965569X,207RG0100X
PR_00149,not_found,4636887256,correct,Jennifer,correct,Wilson,correct,MD PhD,correct,"Jennifer Wilson, MD PhD",not_found,Urology,Y,1747 Madison Ave,correct,Suite 975,1747 Madison Ave,Yonkers,correct,NY,correct,14202,correct,(323) 768-8925,correct,1747 Madison Ave,correct,Suite 975,1747 Madison Ave,Yonkers,1747 Madison Ave,NY,1747 Madison Ave,14202,1747 Madison Ave,060NY692099,correct,NY,correct,2025-01-18,EXPIRED:2025-01-18,No,2024-09-21,False,correct,37,1747 Madison Ave,NYU Grossman School of Medicine,correct,UCSF Medical Center,not_found,2025-06-24,2025-01-10,288487446X,207U00000X
